Progreso;"Estimado/a estudiante, bienvenido/a a la encuesta “Retroalimentación para el Aprendizaje”. El propósito de esta encuesta es favorecer la comprensión acerca de cómo podemos mejorar las prácticas de retroalimentación sobre la evaluación en las universidades. En esta encuesta nos interesa la retroalimentación relacionada con una tarea de evaluación (calificada o no calificada) de una asignatura. Por retroalimentación, nos referimos a la información que ayuda a los estudiantes a mejorar su desempeño en tareas futuras. Completar esta encuesta no debe tomar más de 30 minutos y todas sus respuestas serán anónimas    Si decide hacer parte de este proceso, por favor lea el siguiente consentimiento informado. Agradecemos de antemano su amable participación.     Yo, he sido invitado/a a participar como sujeto en la aplicación virtual de la encuesta ""Retroalimentación para el Aprendizaje"". Los datos recogidos se utilizarán para una investigación que tiene como objetivo generar orientaciones para promover prácticas efectivas de retroalimentación formativa en el contexto universitario. Entiendo que mi participación en el presente estudio es voluntaria y que puedo retirarme en cualquier momento, sin que esto conlleve ningún tipo de penalidad. ¿Estoy de acuerdo en participar en el presente estudio?";P1;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P10.1;P11;P11Otra;P12;P12Otra;P13a;P13b;P13c;P13d;P13e;P13f;P13g;P13h;P13i;P13j;P13jOtra;P13k;P13.1;P14;P14Otra;P15;P16;P16Otra;P17;P18;P18Otra;P19a;P19b;P19c;P19d;P19e;P20;P21a;P21b;P21c;P21d;P22a;P22b;P22c;P22d;P23;P23Otra;P24;P24Otra;P25;P26a;P26b;P26c;P26d;P26e;P26f;P26g;P26h;P26i;P26j;P26j;P26l;P26m;P26n;P26o;P27a;P27b;P27c;P28a;P28b;P29;P30;P31;P32;P33;P33Otra;P34;P34Otra;P35;P36;P36.1;P36.1AMP;P36.2;P37;P37AMP
100;De acuerdo;18 - 23;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional a tiempo completo;Universidad del Magdalena;Licenciatura en educacion infantil ;Entre 1 a 3 años;Entre 3.6 y 4.0;En tres;Didáctica de la matemática Didáctica de la lengua materna Ingles ;Solo comentarios;;Presentación oral/exposición,Examen,Examen corto/quiz;;Trabajé en grupo;;Después de la entrega;Después de la entrega;Antes de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Antes de la entrega;Antes de la entrega;Después de la entrega;Antes de la entrega;Novio;Después de la entrega;;Copia impresa (ej. Documento impreso);;Más de 4 semanas;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Comentarios dados personalmente;;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;1;1;1;1;Comentarios dados personalmente;;Comentarios dados personalmente;;Corregir lo que hicimos mal para poder tener las correcciones en cuenta en los siguientes trabajos ;Siempre;Siempre;Siempre;Ocasionalmente;Nunca;Frecuentemente;Frecuentemente;Rara vez;Siempre;Siempre;Frecuentemente;Siempre;Rara vez;Siempre;Ocasionalmente;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ingles;Quinto semestre del 2022;Todo el.proceso que tube para poder lograr dicho aprendizaje y todo el esfuerzo ;Por que me siento así motivada a estudiar con más intensidad aunque el tema se me dificulte ;Una vez que hicimos una manualidad y la profesora nos dijo que estaba fea apesar de habernos dicho que la hiciéramos a nuestro gusto ;Que los profesores asistan a talleres para aprender más sobre cómo hacernos críticas constructivas ;Mujer;;Colombia;;1 - 4 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional a tiempo completo;Universidad del Magdalena;Licenciatura en educación infantil ;Entre 1 a 3 años;Entre 4.1 y 4.5;En tres;Didáctica de la lengua materna  02016511;Calificaciones y comentarios;Más baja de lo esperado;Examen;;Trabajé solo;;Después de la entrega;Después de la entrega;Antes de la entrega,Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;;Después de la entrega;;Copia impresa (ej. Documento impreso);;Recibí los comentarios inmediatamente;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Comentarios dados personalmente;;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;4;4;4;4;Comentarios escritos a mano en una copia impresa;;Comentarios escritos a mano en una copia impresa;;Esclarecer dudas con el examen ;Frecuentemente;Siempre;Siempre;Siempre;Frecuentemente;Frecuentemente;Siempre;Ocasionalmente;Frecuentemente;Ocasionalmente;Ocasionalmente;Ocasionalmente;Rara vez;Rara vez;Rara vez;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Didáctica de la lengua materna;Quinto semestre del 2022;Entender el error que tenia en el examen para no volverlo a cometer;Porque no he vuelto a cometer el mismo error;En un examen de fisica, no me quedo claro la retroalimentación y no pude entender el tema;Hacerlo cada vez que puedan;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional a tiempo completo;Universidad del Magdalena;Licenciatura en Educación Infantil ;Entre 1 a 3 años;Mayor a 4.5;En más de cinco;Didáctica de la lengua materna ;Solo comentarios;;Examen;;Trabajé solo;;Antes de la entrega;Antes de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;;Después de la entrega;Muy útiles;Copia impresa (ej. Documento impreso);;Menos de 2 semanas;Mi profesor;;El profesor no brindó comentarios en mi tarea antes de su envío;Comentarios dados personalmente;;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;5;5;4;5;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente;;Comentarios dados personalmente;;Poder dejar claros los términos o lo que se busco con la tarea ;Siempre;Siempre;Siempre;Siempre;Ocasionalmente;Siempre;Siempre;Ocasionalmente;Siempre;Siempre;Ocasionalmente;Frecuentemente;Rara vez;Siempre;Nunca;Muy en desacuerdo;En desacuerdo;Muy en desacuerdo;Didactica de la lengua materna ;Segundo semestre del 2022;El acompañamiento y claridad de la profesora ;Porque me siento más capacitada ;No recuerdo ninguna que no haya sido efectiva ;Acompañamiento y claridad ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;24 - 29;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional a tiempo completo;Universidad del Magdalena;Licenciatura en Educación Infantil ;Entre 1 a 3 años;Entre 3.6 y 4.0;En cuatro;02016511 DIDÁCTICA DE LA LENGUA MATERNA;Solo calificación;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Comentarios dados personalmente,Rúbrica calificada;;Comentarios escritos a mano en una copia impresa,Comentarios dados personalmente,Rúbrica calificada;;Dar a conocer las falencias que se tienen en cuanto a la cátedra ;Frecuentemente;Siempre;Frecuentemente;Nunca;Ocasionalmente;Ocasionalmente;Frecuentemente;Rara vez;Frecuentemente;Rara vez;Rara vez;Rara vez;Rara vez;Siempre;Ocasionalmente;Muy en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Desarrollo del Lenguaje ;2021-1;Se hizo una retroalimentacion acerca de los. Logros alcanzados en la cátedra. Se felicito por aquellos logros obtenidos y aquellos que no se lograron, se dieron orientaciomes acerca de la cátedra ;Me he dedicado a mejorar en los aspectos en los que tengo falencias;Críticas poco constructivas, se dedicó a sacar cada uno de los errores de los trabajos hechos y ninguno estaba bien hecho al parecer de/de la. Profesora/or;Hacerlo con el fin de destacar los puntos positivos y los aspectos a mejorar en la cátedra ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional a tiempo completo;Universidad del Magdalena;Licenciatura en educación infantil ;Entre 1 a 3 años;Entre 4.1 y 4.5;En más de cinco;Desarrollo humano ;Calificaciones y comentarios;La misma que esperaba;Presentación oral/exposición,Portafolio/proyecto,Diario/blog/texto de reflexión;;Trabajé en grupo;;Después de la entrega;Antes de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega;Después de la entrega;Profesor;Después de la entrega;;Plataforma educativa (ej. LMS, Moodle, Brightspace);;Menos de 2 semanas;Mi profesor;;El profesor no brindó comentarios en mi tarea antes de su envío;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente,Otro (Por favor especifique en el siguiente recuadro);Anotaciones en la plataforma ;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;3;3;4;3;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente,Grabación de audio,Rúbrica calificada;;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente,Grabación de audio,Rúbrica calificada;;Poder mejorar ;Frecuentemente;Siempre;Siempre;Siempre;Rara vez;Ocasionalmente;Frecuentemente;Ocasionalmente;Frecuentemente;Ocasionalmente;Frecuentemente;Frecuentemente;Rara vez;Rara vez;Rara vez;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Desarrollo integral de 3 a 6 años;Primer semestre del 2022;Puntualizó los aspectos a mejorar;Porque ya no cometo los mismos errores ;No me ha pasado.;No sé ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional a tiempo completo;Universidad del Magdalena;Licenciatura en Educación Infantil ;Entre 1 a 3 años;Entre 4.1 y 4.5;En dos;Didáctica de la lengua materna 02016511;Calificaciones y comentarios;La misma que esperaba;Examen;;Trabajé solo;;Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Después de la entrega;Antes de la entrega;Antes de la entrega;;Antes de la entrega;;Copia impresa (ej. Documento impreso);;Menos de 1 semana;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Otro (Por favor especifique en el siguiente recuadro);Comentarios personales de forma oral ;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;4;5;4;4;Comentarios escritos a mano en un documento escaneado,Comentarios dados personalmente,Rúbrica calificada;;Comentarios escritos a mano en un documento escaneado,Comentarios dados personalmente,Grabación de audio,Rúbrica calificada;;Saber los items en que me he acertado y en otros no, saber cómo está mi proceso hasta ahora.;Frecuentemente;Frecuentemente;Frecuentemente;Siempre;Ocasionalmente;Frecuentemente;Ocasionalmente;Siempre;Siempre;Frecuentemente;No puedo dar una opinión;Ocasionalmente;Frecuentemente;Frecuentemente;Ocasionalmente;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Didáctica de la lengua materna ;Segundo semestre del 2022;Los comentarios constructivos de la maestra.;Cuando los comentarios que recibí me ayudan a mejorar las siguientes asignaciones ;Sus comentarios no ayudaron a mejorar el trabajo ;Brindándole capacitaciones a los maestros ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;30 - 35;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional de medio tiempo;Universidad del Magdalena;Licenciatura en preescolar ;Entre 4 a 6 años;Entre 3.6 y 4.0;En dos;Didáctica de la lengua materna ;Calificaciones y comentarios;Más baja de lo esperado;Examen;;Trabajé solo;;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;;Después de la entrega;;Copia impresa (ej. Documento impreso);;Menos de 1 semana;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Anotaciones electrónicas (ej. Comentarios en Word o PDF);;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;5;5;5;5;Comentarios escritos a mano en una copia impresa,Anotaciones electrónicas (ej. Comentarios en Word o PDF);;Anotaciones electrónicas (ej. Comentarios en Word o PDF);;Hacerme saber de algo que este haciendo mal y mejorar;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Didáctica de la ciencia sociales ;2021;La profesora me explicó lo que estaba haciendo mal y eso me ayudó mucho a mejorar ;Porque cuando me explicaron detalladamente mejore en mis calificaciones ;Pues hasta ahora no me ha pasado ;Que en ocasiones sea más personal en la hora de explicar dicho tema ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional a tiempo completo;Universidad del Magdalena;Lisenciatura en educación infantil ;Menos de un año;Entre 3.6 y 4.0;En más de cinco;02016504 desarrollo del lenguaje ;Calificaciones y comentarios;La misma que esperaba;Ensayo escrito,Presentación oral/exposición,Examen,Diario/blog/texto de reflexión;;Trabajé en grupo;;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega;Antes de la entrega;;Antes de la entrega;Muy útiles;Correo electrónico,Plataforma educativa (ej. LMS, Moodle, Brightspace);;Menos de 1 semana;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Comentarios dados personalmente;;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;En desacuerdo;De acuerdo;De acuerdo;4;4;4;4;Comentarios dados personalmente;;Comentarios dados personalmente;;Rellenar las falencias ;Siempre;Siempre;Siempre;Siempre;Rara vez;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Nunca;Nunca;Muy en desacuerdo;En desacuerdo;Muy en desacuerdo;2016504;Desarrollo del lenguaje ;La actitud de la docente ;No quedamos con ninguna duda;Nn;Socializar con los estudiantes ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional a tiempo completo;Universidad del Magdalena;Licenciatura en Educación infantil ;Entre 1 a 3 años;Entre 4.1 y 4.5;En más de cinco;"Didáctica de la lengua materna; 02016511";Calificaciones y comentarios;La misma que esperaba;Examen;;Trabajé solo;;Antes de la entrega,Después de la entrega;Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega;Después de la entrega;Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Después de la entrega;Después de la entrega;;Antes de la entrega,Después de la entrega;Muy útiles;Copia impresa (ej. Documento impreso);;Menos de 1 semana;Mi profesor;;No podría dar una opinión;Otro (Por favor especifique en el siguiente recuadro);Comentarios de forma general;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Ni de acuerdo ni en desacuerdo;Totalmente de acuerdo;De acuerdo;3;1;2;5;Comentarios escritos a mano en una copia impresa,Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente,Rúbrica calificada;;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente,Rúbrica calificada;;Cualificar nuestro proceso de aprendizaje ;Siempre;Siempre;Frecuentemente;Frecuentemente;Frecuentemente;Frecuentemente;Siempre;Rara vez;Siempre;Ocasionalmente;Frecuentemente;Ocasionalmente;Ocasionalmente;Siempre;Rara vez;Muy en desacuerdo;Muy de acuerdo;En desacuerdo;2016511;2022;La maestra orientadora era bastante objetiva al momento de hacerlas;Porque he orientado mi proceso de aprendizaje a partir de ellos con fines de mejora ;En ocasiones cuando la retroalimentación es vacía o no está siendo objetiva con el proceso ;Darles a conocer a los maestros y estudiantes las técnicas y/o estrategias necesarias para una retroalimentación más efectiva ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional a tiempo completo;Universidad del Magdalena;Licenciatura en educación infantil ;Entre 1 a 3 años;Mayor a 4.5;En más de cinco;Didáctica de la lengua materna ;Solo comentarios;;Examen;;Trabajé solo;;Antes de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;;Después de la entrega;Muy útiles;Copia impresa (ej. Documento impreso);;Recibí los comentarios inmediatamente;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Comentarios dados personalmente;;De acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;5;5;5;5;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente,Rúbrica calificada;;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente,Rúbrica calificada;;Mejorar en el aprendizaje de las temáticas, aclarar dudas y sobre todo aprender de los errores ;Siempre;Siempre;Frecuentemente;Siempre;Siempre;Siempre;Siempre;Frecuentemente;Siempre;Frecuentemente;Siempre;Siempre;Frecuentemente;Ocasionalmente;Nunca;En desacuerdo;De acuerdo;Muy en desacuerdo;Didáctica de la lengua materna ;Quinto semestre del 2022;El hecho de que mi profesor me corrija con mucha rigurosidad, y me haga saber los errores que cometo al momento de realizar mis actividades y evaluación ;Cuando me encuentro en una situación similar asoció lo que el profesor anteriormente me recalcó ;En el momento que el/la docente no tuvo ese tacto y es grosera/o con el alumno ;Colocar horarios en el cual uno pueda interactuar mucho más con el docente ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;Mayor a 35;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional a tiempo completo;Universidad del Magdalena;Licenciatura en educación infantil ;Entre 1 a 3 años;Entre 4.1 y 4.5;En más de cinco;Didáctica de la lengua materna ;Calificaciones y comentarios;La misma que esperaba;Ensayo escrito,Presentación oral/exposición,Examen,Examen corto/quiz,Diario/blog/texto de reflexión;;Trabajé en grupo;;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;;Antes de la entrega;Moderadamente útiles;Copia impresa (ej. Documento impreso),Plataforma educativa (ej. LMS, Moodle, Brightspace);;Menos de 3 semanas;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente,Rúbrica calificada;;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;5;4;3;4;Anotaciones electrónicas (ej. Comentarios en Word o PDF);;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Por lo general no presto atención a los comentarios;;Mejorar o corregir ;Frecuentemente;Frecuentemente;Frecuentemente;Frecuentemente;Frecuentemente;Frecuentemente;Frecuentemente;Ocasionalmente;Frecuentemente;Frecuentemente;Ocasionalmente;Ocasionalmente;Ocasionalmente;Ocasionalmente;Rara vez;En desacuerdo;En desacuerdo;En desacuerdo;2016511; 2022-2;Comentarios o sugerencias ;Por que he mejorado en mis falencias ;No recuerdo ;Hasta ahora ha sido bueno ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional a tiempo completo;Universidad del Magdalena;Licenciatura en educación infantil ;Entre 1 a 3 años;Mayor a 4.5;En tres;Didáctica de la lengua materna ;Calificaciones y comentarios;La misma que esperaba;Ensayo escrito,Presentación oral/exposición,Examen,Diario/blog/texto de reflexión;;Trabajé en grupo;;Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;;Antes de la entrega;;Copia impresa (ej. Documento impreso),Plataforma educativa (ej. LMS, Moodle, Brightspace);;Menos de 1 semana;Mi profesor;;El profesor no brindó comentarios en mi tarea antes de su envío;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente;;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;4;5;5;5;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente;;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente;;Que se logre observar las dificultades y ayudar a mejorar estas.;Siempre;Siempre;Siempre;Siempre;Rara vez;Frecuentemente;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Nunca;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;2016511;Segundo semestre 2022;Ser puntual y clara en la información ;Cuando se logra mejorar ;"El profe no evaluaba el conocimiento ni tenía coherencia en las correcciones, solo buscaba ""corchar""";Tener criterios de evaluación más personalizados ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ninguna de las anteriores (Por favor indique el área de conocimiento);Ciencias de la educación ;Estudiante nacional a tiempo completo;Universidad del Magdalena;Licenciatura en Educación Infantil ;Entre 1 a 3 años;Entre 4.1 y 4.5;En cuatro;Didáctica de la lengua materna 02016511;Calificaciones y comentarios;La misma que esperaba;Examen;;Trabajé solo;;Después de la entrega;Antes de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Antes de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Antes de la entrega;Nadie;Después de la entrega;;Copia impresa (ej. Documento impreso);;Menos de 3 semanas;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Comentarios dados personalmente;;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Totalmente de acuerdo;4;1;4;5;Comentarios escritos a mano en una copia impresa;;Comentarios escritos a mano en un documento escaneado;;Mejorar el aprendizaje ;Frecuentemente;Siempre;Frecuentemente;Frecuentemente;Siempre;Ocasionalmente;Siempre;Frecuentemente;Frecuentemente;Frecuentemente;Ocasionalmente;Rara vez;Frecuentemente;Siempre;Siempre;Muy de acuerdo;En desacuerdo;En desacuerdo;2016511;2022-2;La amabilidad de la docente encargada ;Porque puede aplicarlo mejor en los siguientes temas ;No fue efectiva porque no se le dió seguimiento ;Conocer mejor a sus estudiantes ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ninguna de las anteriores (Por favor indique el área de conocimiento);Ciencias de la educación ;Estudiante nacional a tiempo completo;Universidad del Magdalena;Licencia en educación infantil ;Entre 1 a 3 años;Entre 3.6 y 4.0;En una;Didáctica de la lengua materna  02016511;Calificaciones y comentarios;La misma que esperaba;Examen,Examen corto/quiz;;Trabajé solo;;Antes de la entrega,Después de la entrega;Después de la entrega;Después de la entrega;Antes de la entrega;Después de la entrega;Antes de la entrega;Después de la entrega;Después de la entrega;Antes de la entrega;Después de la entrega;;Antes de la entrega;Muy útiles;Copia impresa (ej. Documento impreso);;Recibí los comentarios inmediatamente;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente;;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Ni de acuerdo ni en desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;5;4;5;5;Anotaciones electrónicas (ej. Comentarios en Word o PDF);;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente;;Mejorar ;Siempre;Frecuentemente;Siempre;Siempre;Frecuentemente;Frecuentemente;Siempre;Frecuentemente;Frecuentemente;Siempre;Frecuentemente;Ocasionalmente;Rara vez;Rara vez;Rara vez;Muy en desacuerdo;En desacuerdo;Muy en desacuerdo;Didáctica de la lengua materna  02016511;Quinto semestre año 2022;Utilizó un lenguaje apropiado, me hizo comprender de una manera amable mi error para así mejorar ;Porque lo he puesto en práctica y se ha reflejado en mi saber;No he tenido una experiencia de este tipo;Incluir la retroalimentación como requisito;Mujer;;Colombia;;Más de 12 años;Sí;;;;Prefiero no decirlo;
